epoch	pid	rss_kb	physical_bytes	vmmap_line
1788358339	95392	7498976	7623566950	Physical footprint:         7.1G
1788358346	95392	7536320	7730941132	Physical footprint:         7.2G
1788358354	95392	7634976	7838315315	Physical footprint:         7.3G
1788358362	95392	7744720	7945689497	Physical footprint:         7.4G
1788358369	95392	7800480	7945689497	Physical footprint:         7.4G
1788358377	95392	7854928	8053063680	Physical footprint:         7.5G
1788358385	95392	7878592	8053063680	Physical footprint:         7.5G
1788358393	95392	8285344	8482560409	Physical footprint:         7.9G
1788358401	95392	8720944	8912057139	Physical footprint:         8.3G
1788358409	95392	8939376	9126805504	Physical footprint:         8.5G
1788358417	95392	9647744	9878424780	Physical footprint:         9.2G
1788358425	95392	10748656	11059540787	Physical footprint:         10.3G
1788358433	95392	11438112	11703785881	Physical footprint:         10.9G
1788358441	95392	11842112	12240656793	Physical footprint:         11.4G
1788358449	95392	11918544	12884901888	Physical footprint:         12.0G
1788358458	95392	11926592	12884901888	Physical footprint:         12.0G
1788358466	95392	12003936	13207024435	Physical footprint:         12.3G
1788358474	95392	12070080	13207024435	Physical footprint:         12.3G
1788358482	95392	12170576	13314398617	Physical footprint:         12.4G
1788358491	95392	11958880	14710262988	Physical footprint:         13.7G
1788358499	95392	11914304	14710262988	Physical footprint:         13.7G
1788358508	95392	11940624	14817637171	Physical footprint:         13.8G
1788358516	95392	11972176	14817637171	Physical footprint:         13.8G
1788358524	95392	11959792	14925011353	Physical footprint:         13.9G
1788358533	95392	11930672	14925011353	Physical footprint:         13.9G
1788358541	95392	11315104	15461882265	Physical footprint:         14.4G
1788358550	95392	11049568	15998753177	Physical footprint:         14.9G
1788358558	95392	11177712	16106127360	Physical footprint:         15.0G
1788358567	95392	11216688	16106127360	Physical footprint:         15.0G
1788358575	95392	11254464	16320875724	Physical footprint:         15.2G
1788358584	95392	11239456	16320875724	Physical footprint:         15.2G
1788358592	95392	11287872	16320875724	Physical footprint:         15.2G
1788358601	95392	11326288	16428249907	Physical footprint:         15.3G
1788358610	95392	11288336	16428249907	Physical footprint:         15.3G
1788358618	95392	11268000	16428249907	Physical footprint:         15.3G
1788358627	95392	11297472	16428249907	Physical footprint:         15.3G
1788358635	95392	11137840	16535624089	Physical footprint:         15.4G
1788358644	95392	11129248	16642998272	Physical footprint:         15.5G
1788358653	95392	11265248	19756849561	Physical footprint:         18.4G
1788358662	95392	12793520	24266565222	Physical footprint:         22.6G
1788358672	95392	9491056	29850022707	Physical footprint:         27.8G
1788358682	95392	2924000	28346784153	Physical footprint:         26.4G
1788358693	95392	7448656	32641751449	Physical footprint:         30.4G
1788358703	95392	3464656	33930241638	Physical footprint:         31.6G
1788358715	95392	6322080	37580963840	Physical footprint:         35.0G
1788358726	95392	6201568	40480066764	Physical footprint:         37.7G
1788358739	95392	5518208	43808666419	Physical footprint:         40.8G
